ID,Data,Produto,Categoria,Quantidade,Preço
1632,2023-12-12,Suco de Laranja 1L,Bebidas,5,10.68
1633,2023-11-21,Suco de Laranja 1L,Bebidas,2,12.92
1634,2023-07-13,Refrigerante 2L,Bebidas,7,9.64
1635,2023-08-02,Água Mineral 1.5L,Bebidas,7,3.69
1636,2023-08-07,Sabão em Pó 1kg,Limpeza,5,24.64
1637,2023-12-28,Feijão Carioca 1kg,Mercearia,2,9.21
1638,2023-04-08,Refrigerante 2L,Bebidas,4,8.31
1639,2023-06-02,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,16.88
1640,2023-04-30,Detergente Líquido 500ml,Limpeza,8,2.82
1641,2023-04-10,Banana Prata Kg,Hortifrúti,1,8.39
1642,2023-10-18,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,15.4
1643,2023-04-24,Biscoito Recheado,Mercearia,4,4.41
1644,2023-01-15,Água Sanitária 1L,Limpeza,5,4.71
1645,2023-08-21,Detergente Líquido 500ml,Limpeza,5,2.09
1646,2023-02-13,Detergente Líquido 500ml,Limpeza,6,3.16
1647,2023-06-12,Suco de Laranja 1L,Bebidas,7,10.97
1648,2023-06-26,Iogurte Natural Copo,Laticínios e Frios,5,4.6
1649,2023-10-07,Sabão em Pó 1kg,Limpeza,6,15.33
1650,2023-12-27,Iogurte Natural Copo,Laticínios e Frios,1,3.23
1651,2023-01-27,Tomate Kg,Hortifrúti,1,10.12
1652,2023-02-12,Detergente Líquido 500ml,Limpeza,3,2.98
1653,2023-08-02,Suco de Laranja 1L,Bebidas,7,12.94
1654,2023-06-15,Detergente Líquido 500ml,Limpeza,7,4.15
1655,2023-08-12,Arroz Branco 5kg,Mercearia,7,30.42
1656,2023-08-23,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,14.37
1657,2023-11-15,Arroz Branco 5kg,Mercearia,2,33.6
1658,2023-01-17,Água Mineral 1.5L,Bebidas,2,3.93
1659,2023-01-26,Biscoito Recheado,Mercearia,10,3.16
1660,2023-01-26,Banana Prata Kg,Hortifrúti,5,8.48
1661,2023-06-11,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,12.88
1662,2023-02-06,Refrigerante 2L,Bebidas,2,9.32
1663,2023-06-21,Banana Prata Kg,Hortifrúti,7,5.02
1664,2023-04-19,Leite Integral 1L,Laticínios e Frios,7,6.63
1665,2023-07-19,Água Mineral 1.5L,Bebidas,9,3.68
1666,2023-03-23,Leite Integral 1L,Laticínios e Frios,1,5.08
1667,2023-03-14,Banana Prata Kg,Hortifrúti,4,6.15
1668,2023-09-26,Detergente Líquido 500ml,Limpeza,6,3.99
1669,2023-11-01,Arroz Branco 5kg,Mercearia,10,30.35
1670,2023-10-02,Suco de Laranja 1L,Bebidas,9,11.63
1671,2023-11-05,Iogurte Natural Copo,Laticínios e Frios,9,3.76
1672,2023-10-13,Banana Prata Kg,Hortifrúti,1,5.12
1673,2023-04-17,Água Sanitária 1L,Limpeza,6,4.35
1674,2023-02-19,Suco de Laranja 1L,Bebidas,4,10.96
1675,2023-10-05,Iogurte Natural Copo,Laticínios e Frios,4,3.74
1676,2023-07-17,Cebola Kg,Hortifrúti,3,8.55
1677,2023-06-19,Iogurte Natural Copo,Laticínios e Frios,1,5.71
1678,2023-12-18,Suco de Laranja 1L,Bebidas,3,10.75
1679,2023-09-03,Cebola Kg,Hortifrúti,10,6.67
1680,2023-04-29,Refrigerante 2L,Bebidas,1,7.32
1681,2023-08-21,Cebola Kg,Hortifrúti,4,6.31
1682,2023-10-11,Suco de Laranja 1L,Bebidas,4,11.82
1683,2023-06-10,Cebola Kg,Hortifrúti,5,6.13
1684,2023-08-25,Detergente Líquido 500ml,Limpeza,2,3.36
1685,2023-09-30,Refrigerante 2L,Bebidas,7,10.96
1686,2023-12-31,Sabão em Pó 1kg,Limpeza,8,19.99
1687,2023-11-14,Sabão em Pó 1kg,Limpeza,8,21.92
1688,2023-04-06,Tomate Kg,Hortifrúti,6,7.77
1689,2023-12-10,Detergente Líquido 500ml,Limpeza,7,3.81
1690,2023-08-05,Cebola Kg,Hortifrúti,10,7.21
1691,2023-08-04,Água Mineral 1.5L,Bebidas,5,3.25
1692,2023-08-06,Suco de Laranja 1L,Bebidas,6,12.02
1693,2023-06-08,Banana Prata Kg,Hortifrúti,8,6.24
1694,2023-10-03,Feijão Carioca 1kg,Mercearia,2,10.18
1695,2023-02-14,Tomate Kg,Hortifrúti,5,8.42
1696,2023-01-31,Iogurte Natural Copo,Laticínios e Frios,10,5.06
1697,2023-09-04,Sabão em Pó 1kg,Limpeza,9,17.35
1698,2023-02-10,Sabão em Pó 1kg,Limpeza,6,21.99
1699,2023-08-10,Detergente Líquido 500ml,Limpeza,6,3.29
1700,2023-06-28,Banana Prata Kg,Hortifrúti,3,7.3
1701,2023-10-05,Refrigerante 2L,Bebidas,3,10.74
1702,2023-06-25,Leite Integral 1L,Laticínios e Frios,5,6.16
1703,2023-04-30,Banana Prata Kg,Hortifrúti,1,6.71
1704,2023-03-17,Detergente Líquido 500ml,Limpeza,5,2.2
1705,2023-07-06,Iogurte Natural Copo,Laticínios e Frios,3,4.78
1706,2023-04-26,Feijão Carioca 1kg,Mercearia,9,10.33
1707,2023-12-30,Suco de Laranja 1L,Bebidas,9,9.42
1708,2023-11-14,Banana Prata Kg,Hortifrúti,4,6.26
1709,2023-07-08,Biscoito Recheado,Mercearia,1,3.54
1710,2023-03-18,Leite Integral 1L,Laticínios e Frios,4,7.75
1711,2023-04-18,Detergente Líquido 500ml,Limpeza,7,4.36
1712,2023-03-23,Suco de Laranja 1L,Bebidas,7,12.16
1713,2023-11-30,Água Sanitária 1L,Limpeza,7,4.77
1714,2023-07-12,Sabão em Pó 1kg,Limpeza,7,24.97
1715,2023-02-03,Sabão em Pó 1kg,Limpeza,2,24.65
1716,2023-09-05,Tomate Kg,Hortifrúti,7,9.59
1717,2023-10-22,Banana Prata Kg,Hortifrúti,2,8.72
1718,2023-09-28,Leite Integral 1L,Laticínios e Frios,4,6.7
1719,2023-06-28,Tomate Kg,Hortifrúti,4,9.09
1720,2023-06-02,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,13.7
1721,2023-06-17,Leite Integral 1L,Laticínios e Frios,6,5.58
1722,2023-05-02,Arroz Branco 5kg,Mercearia,2,30.37
1723,2023-04-02,Refrigerante 2L,Bebidas,2,9.42
1724,2023-07-29,Biscoito Recheado,Mercearia,9,4.44
1725,2023-09-13,Suco de Laranja 1L,Bebidas,5,11.48
1726,2023-10-17,Banana Prata Kg,Hortifrúti,4,6.04
1727,2023-11-17,Banana Prata Kg,Hortifrúti,2,8.0
1728,2023-07-19,Banana Prata Kg,Hortifrúti,4,7.94
1729,2023-12-28,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,14.5
1730,2023-09-09,Iogurte Natural Copo,Laticínios e Frios,9,3.53
1731,2023-10-06,Feijão Carioca 1kg,Mercearia,4,11.93
1732,2023-04-14,Banana Prata Kg,Hortifrúti,3,7.39
1733,2023-11-10,Iogurte Natural Copo,Laticínios e Frios,7,5.73
1734,2023-09-22,Suco de Laranja 1L,Bebidas,7,12.31
1735,2023-03-20,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,12.68
1736,2023-02-12,Iogurte Natural Copo,Laticínios e Frios,4,5.24
1737,2023-11-06,Banana Prata Kg,Hortifrúti,3,5.24
1738,2023-01-28,Leite Integral 1L,Laticínios e Frios,6,6.11
1739,2023-01-01,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,13.04
1740,2023-10-03,Feijão Carioca 1kg,Mercearia,4,8.12
1741,2023-03-25,Água Mineral 1.5L,Bebidas,3,3.61
1742,2023-10-20,Detergente Líquido 500ml,Limpeza,7,4.1
1743,2023-04-01,Banana Prata Kg,Hortifrúti,5,7.76
1744,2023-03-09,Cebola Kg,Hortifrúti,4,6.49
1745,2023-09-04,Tomate Kg,Hortifrúti,5,8.62
1746,2023-05-30,Água Mineral 1.5L,Bebidas,5,3.75
1747,2023-11-03,Água Mineral 1.5L,Bebidas,9,3.69
1748,2023-02-16,Iogurte Natural Copo,Laticínios e Frios,1,3.82
1749,2023-09-19,Leite Integral 1L,Laticínios e Frios,4,5.32
1750,2023-09-03,Sabão em Pó 1kg,Limpeza,8,19.01
1751,2023-06-09,Sabão em Pó 1kg,Limpeza,3,17.85
1752,2023-07-07,Tomate Kg,Hortifrúti,3,11.8
1753,2023-03-31,Água Sanitária 1L,Limpeza,8,5.71
1754,2023-11-21,Água Mineral 1.5L,Bebidas,10,3.86
1755,2023-02-22,Iogurte Natural Copo,Laticínios e Frios,2,5.6
1756,2023-01-23,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,15.19
1757,2023-02-08,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,15.29
1758,2023-12-25,Água Mineral 1.5L,Bebidas,2,2.09
1759,2023-08-02,Tomate Kg,Hortifrúti,2,7.18
1760,2023-07-21,Tomate Kg,Hortifrúti,6,8.7
1761,2023-06-14,Iogurte Natural Copo,Laticínios e Frios,10,5.33
1762,2023-03-02,Feijão Carioca 1kg,Mercearia,8,11.65
1763,2023-01-28,Água Mineral 1.5L,Bebidas,1,3.2
1764,2023-11-17,Biscoito Recheado,Mercearia,7,4.85
1765,2023-01-11,Cebola Kg,Hortifrúti,4,7.59
1766,2023-10-31,Feijão Carioca 1kg,Mercearia,2,11.28
1767,2023-01-12,Detergente Líquido 500ml,Limpeza,1,2.04
1768,2023-12-17,Refrigerante 2L,Bebidas,5,9.42
1769,2023-10-27,Arroz Branco 5kg,Mercearia,6,28.08
1770,2023-07-16,Água Sanitária 1L,Limpeza,8,6.47
1771,2023-12-16,Suco de Laranja 1L,Bebidas,6,9.22
1772,2023-08-30,Detergente Líquido 500ml,Limpeza,4,4.49
1773,2023-03-01,Suco de Laranja 1L,Bebidas,1,12.93
1774,2023-05-19,Refrigerante 2L,Bebidas,9,9.83
1775,2023-01-27,Refrigerante 2L,Bebidas,2,10.72
1776,2023-01-05,Banana Prata Kg,Hortifrúti,4,6.54
1777,2023-02-26,Biscoito Recheado,Mercearia,1,3.73
1778,2023-09-01,Suco de Laranja 1L,Bebidas,4,11.39
1779,2023-08-05,Água Sanitária 1L,Limpeza,1,5.94
1780,2023-12-30,Sabão em Pó 1kg,Limpeza,10,20.72
1781,2023-02-20,Água Sanitária 1L,Limpeza,3,5.41
1782,2023-04-25,Suco de Laranja 1L,Bebidas,9,10.81
1783,2023-09-10,Arroz Branco 5kg,Mercearia,6,27.31
1784,2023-03-28,Feijão Carioca 1kg,Mercearia,4,10.37
1785,2023-05-24,Sabão em Pó 1kg,Limpeza,8,18.84
1786,2023-06-25,Banana Prata Kg,Hortifrúti,8,8.92
1787,2023-07-07,Iogurte Natural Copo,Laticínios e Frios,4,6.0
1788,2023-11-14,Detergente Líquido 500ml,Limpeza,7,3.28
1789,2023-08-29,Água Mineral 1.5L,Bebidas,9,3.93
1790,2023-04-21,Banana Prata Kg,Hortifrúti,9,6.04
1791,2023-11-04,Banana Prata Kg,Hortifrúti,5,6.56
1792,2023-07-10,Tomate Kg,Hortifrúti,5,8.67
1793,2023-08-24,Cebola Kg,Hortifrúti,5,8.94
1794,2023-12-24,Detergente Líquido 500ml,Limpeza,2,3.1
1795,2023-07-31,Detergente Líquido 500ml,Limpeza,7,4.45
1796,2023-05-23,Detergente Líquido 500ml,Limpeza,10,4.31
1797,2023-04-27,Suco de Laranja 1L,Bebidas,7,11.76
1798,2023-01-30,Iogurte Natural Copo,Laticínios e Frios,1,3.25
1799,2023-10-26,Banana Prata Kg,Hortifrúti,5,6.78
1800,2023-03-03,Sabão em Pó 1kg,Limpeza,6,22.82
1801,2023-02-09,Detergente Líquido 500ml,Limpeza,6,2.82
1802,2023-12-30,Cebola Kg,Hortifrúti,5,7.2
1803,2023-06-11,Cebola Kg,Hortifrúti,8,6.83
1804,2023-05-01,Refrigerante 2L,Bebidas,6,9.62
1805,2023-06-17,Água Sanitária 1L,Limpeza,6,6.15
1806,2023-12-10,Tomate Kg,Hortifrúti,1,8.57
1807,2023-04-17,Iogurte Natural Copo,Laticínios e Frios,8,3.52
1808,2023-12-31,Biscoito Recheado,Mercearia,5,4.25
1809,2023-12-10,Banana Prata Kg,Hortifrúti,3,8.57
1810,2023-01-10,Água Sanitária 1L,Limpeza,9,6.97
1811,2023-01-16,Banana Prata Kg,Hortifrúti,3,7.15
1812,2023-02-03,Suco de Laranja 1L,Bebidas,2,12.71
1813,2023-03-08,Água Sanitária 1L,Limpeza,5,4.36
1814,2023-10-01,Arroz Branco 5kg,Mercearia,9,27.9
1815,2023-01-11,Banana Prata Kg,Hortifrúti,6,8.07
1816,2023-01-06,Cebola Kg,Hortifrúti,2,9.43
1817,2023-10-10,Iogurte Natural Copo,Laticínios e Frios,10,3.61
1818,2023-02-02,Feijão Carioca 1kg,Mercearia,5,9.82
1819,2023-04-06,Água Sanitária 1L,Limpeza,2,6.21
1820,2023-10-30,Refrigerante 2L,Bebidas,10,8.53
1821,2023-07-19,Iogurte Natural Copo,Laticínios e Frios,6,5.34
1822,2023-02-14,Banana Prata Kg,Hortifrúti,5,8.87
1823,2023-12-22,Cebola Kg,Hortifrúti,6,5.66
1824,2023-12-02,Iogurte Natural Copo,Laticínios e Frios,10,3.15
1825,2023-04-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,16.25
1826,2023-02-06,Detergente Líquido 500ml,Limpeza,7,3.32
1827,2023-02-25,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,15.66
1828,2023-04-30,Cebola Kg,Hortifrúti,3,6.3
1829,2023-11-08,Feijão Carioca 1kg,Mercearia,9,10.51
1830,2023-03-10,Tomate Kg,Hortifrúti,4,8.1
1831,2023-03-29,Leite Integral 1L,Laticínios e Frios,6,7.13
1832,2023-05-20,Água Mineral 1.5L,Bebidas,5,2.92
1833,2023-04-21,Arroz Branco 5kg,Mercearia,4,32.45
1834,2023-06-11,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,16.02
1835,2023-10-10,Leite Integral 1L,Laticínios e Frios,6,5.5
1836,2023-11-27,Cebola Kg,Hortifrúti,3,6.55
1837,2023-12-06,Cebola Kg,Hortifrúti,4,5.21
1838,2023-02-12,Suco de Laranja 1L,Bebidas,5,12.11
1839,2023-09-15,Arroz Branco 5kg,Mercearia,4,33.85
1840,2023-06-17,Feijão Carioca 1kg,Mercearia,1,8.73
1841,2023-06-26,Água Sanitária 1L,Limpeza,8,4.09
1842,2023-06-12,Água Sanitária 1L,Limpeza,10,4.91
1843,2023-11-22,Arroz Branco 5kg,Mercearia,8,31.75
1844,2023-02-10,Tomate Kg,Hortifrúti,7,11.83
1845,2023-03-07,Iogurte Natural Copo,Laticínios e Frios,1,3.52
1846,2023-05-03,Tomate Kg,Hortifrúti,8,7.08
1847,2023-10-29,Tomate Kg,Hortifrúti,1,10.0
1848,2023-09-20,Refrigerante 2L,Bebidas,8,9.73
1849,2023-02-15,Leite Integral 1L,Laticínios e Frios,7,5.49
1850,2023-07-25,Água Sanitária 1L,Limpeza,1,5.11
1851,2023-05-06,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,15.66
1852,2023-07-18,Suco de Laranja 1L,Bebidas,4,10.93
1853,2023-08-14,Água Sanitária 1L,Limpeza,2,4.26
1854,2023-11-11,Banana Prata Kg,Hortifrúti,4,6.65
1855,2023-04-11,Arroz Branco 5kg,Mercearia,1,28.96
1856,2023-01-26,Suco de Laranja 1L,Bebidas,5,12.47
1857,2023-01-14,Cebola Kg,Hortifrúti,6,6.52
1858,2023-05-12,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,13.23
1859,2023-04-05,Sabão em Pó 1kg,Limpeza,1,20.28
1860,2023-09-19,Arroz Branco 5kg,Mercearia,4,31.57
1861,2023-10-13,Iogurte Natural Copo,Laticínios e Frios,9,5.36
1862,2023-09-19,Água Mineral 1.5L,Bebidas,2,3.05
1863,2023-12-15,Suco de Laranja 1L,Bebidas,10,11.95
1864,2023-10-28,Água Sanitária 1L,Limpeza,6,5.06
1865,2023-09-23,Leite Integral 1L,Laticínios e Frios,4,6.79
1866,2023-08-21,Banana Prata Kg,Hortifrúti,10,5.2
1867,2023-12-23,Iogurte Natural Copo,Laticínios e Frios,5,5.18
1868,2023-12-28,Banana Prata Kg,Hortifrúti,10,8.39
1869,2023-11-20,Refrigerante 2L,Bebidas,2,7.89
1870,2023-10-06,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,12.29
1871,2023-02-05,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,14.69
1872,2023-11-11,Arroz Branco 5kg,Mercearia,4,30.6
1873,2023-12-17,Iogurte Natural Copo,Laticínios e Frios,1,5.0
1874,2023-05-10,Tomate Kg,Hortifrúti,1,7.44
1875,2023-10-27,Arroz Branco 5kg,Mercearia,5,25.84
1876,2023-04-27,Leite Integral 1L,Laticínios e Frios,9,5.43
1877,2023-09-14,Feijão Carioca 1kg,Mercearia,7,10.57
1878,2023-01-26,Arroz Branco 5kg,Mercearia,4,33.94
1879,2023-05-14,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,13.38
1880,2023-08-04,Feijão Carioca 1kg,Mercearia,5,11.86
1881,2023-03-26,Água Sanitária 1L,Limpeza,7,6.09
1882,2023-02-15,Tomate Kg,Hortifrúti,6,6.47
1883,2023-08-12,Cebola Kg,Hortifrúti,6,6.72
1884,2023-04-21,Água Sanitária 1L,Limpeza,9,4.2
1885,2023-11-18,Sabão em Pó 1kg,Limpeza,9,19.03
1886,2023-02-06,Cebola Kg,Hortifrúti,2,9.12
1887,2023-11-06,Arroz Branco 5kg,Mercearia,6,32.66
1888,2023-07-09,Tomate Kg,Hortifrúti,6,10.15
1889,2023-11-25,Iogurte Natural Copo,Laticínios e Frios,3,5.33
1890,2023-04-22,Banana Prata Kg,Hortifrúti,8,6.72
1891,2023-02-14,Cebola Kg,Hortifrúti,4,5.52
1892,2023-09-29,Leite Integral 1L,Laticínios e Frios,9,6.96
1893,2023-01-30,Leite Integral 1L,Laticínios e Frios,8,6.55
1894,2023-11-01,Detergente Líquido 500ml,Limpeza,3,3.34
1895,2023-12-28,Água Sanitária 1L,Limpeza,5,5.22
1896,2023-05-05,Arroz Branco 5kg,Mercearia,8,30.13
1897,2023-02-03,Banana Prata Kg,Hortifrúti,3,6.95
1898,2023-04-08,Cebola Kg,Hortifrúti,5,6.38
1899,2023-04-22,Banana Prata Kg,Hortifrúti,5,7.05
1900,2023-08-20,Água Sanitária 1L,Limpeza,9,4.91
1901,2023-05-30,Sabão em Pó 1kg,Limpeza,4,21.24
1902,2023-10-12,Biscoito Recheado,Mercearia,10,3.19
1903,2023-04-23,Feijão Carioca 1kg,Mercearia,10,11.44
1904,2023-08-22,Arroz Branco 5kg,Mercearia,6,29.93
1905,2023-07-17,Tomate Kg,Hortifrúti,4,6.45
1906,2023-04-22,Água Mineral 1.5L,Bebidas,8,3.33
1907,2023-05-28,Suco de Laranja 1L,Bebidas,2,8.58
1908,2023-06-30,Tomate Kg,Hortifrúti,10,6.17
1909,2023-03-02,Água Mineral 1.5L,Bebidas,7,3.17
1910,2023-07-01,Detergente Líquido 500ml,Limpeza,5,3.49
1911,2023-08-31,Detergente Líquido 500ml,Limpeza,10,3.75
1912,2023-10-16,Feijão Carioca 1kg,Mercearia,7,11.96
1913,2023-05-25,Cebola Kg,Hortifrúti,8,7.47
1914,2023-10-08,Suco de Laranja 1L,Bebidas,7,11.81
1915,2023-09-10,Detergente Líquido 500ml,Limpeza,5,3.89
1916,2023-07-18,Cebola Kg,Hortifrúti,1,7.87
1917,2023-11-21,Refrigerante 2L,Bebidas,5,10.79
1918,2023-08-22,Iogurte Natural Copo,Laticínios e Frios,5,5.86
1919,2023-01-11,Sabão em Pó 1kg,Limpeza,5,24.52
1920,2023-09-26,Iogurte Natural Copo,Laticínios e Frios,3,3.12
1921,2023-11-15,Arroz Branco 5kg,Mercearia,5,33.72
1922,2023-03-29,Biscoito Recheado,Mercearia,6,3.43
1923,2023-03-20,Iogurte Natural Copo,Laticínios e Frios,3,3.16
1924,2023-11-01,Água Mineral 1.5L,Bebidas,6,2.77
1925,2023-11-12,Suco de Laranja 1L,Bebidas,5,11.25
1926,2023-06-30,Banana Prata Kg,Hortifrúti,7,5.68
1927,2023-01-18,Arroz Branco 5kg,Mercearia,2,34.56
1928,2023-06-04,Água Mineral 1.5L,Bebidas,5,2.08
1929,2023-05-25,Sabão em Pó 1kg,Limpeza,6,24.84
1930,2023-03-01,Tomate Kg,Hortifrúti,8,8.23
1931,2023-08-23,Biscoito Recheado,Mercearia,3,4.21
1932,2023-02-02,Tomate Kg,Hortifrúti,3,9.4
1933,2023-04-21,Refrigerante 2L,Bebidas,10,9.99
1934,2023-10-22,Suco de Laranja 1L,Bebidas,5,10.71
1935,2023-10-15,Suco de Laranja 1L,Bebidas,3,11.2
1936,2023-10-07,Arroz Branco 5kg,Mercearia,1,34.13
1937,2023-08-22,Leite Integral 1L,Laticínios e Frios,1,5.38
1938,2023-05-31,Água Mineral 1.5L,Bebidas,6,3.83
1939,2023-08-11,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,14.55
1940,2023-05-05,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,15.49
1941,2023-11-16,Sabão em Pó 1kg,Limpeza,4,19.08
1942,2023-01-18,Tomate Kg,Hortifrúti,5,10.33
1943,2023-01-22,Biscoito Recheado,Mercearia,1,4.99
1944,2023-03-26,Suco de Laranja 1L,Bebidas,7,12.57
1945,2023-02-12,Leite Integral 1L,Laticínios e Frios,1,6.44
1946,2023-08-04,Arroz Branco 5kg,Mercearia,3,33.91
1947,2023-01-17,Suco de Laranja 1L,Bebidas,9,8.42
1948,2023-12-07,Arroz Branco 5kg,Mercearia,8,27.99
1949,2023-09-07,Biscoito Recheado,Mercearia,2,4.79
1950,2023-02-07,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,12.92
1951,2023-06-24,Tomate Kg,Hortifrúti,2,9.91
1952,2023-05-19,Detergente Líquido 500ml,Limpeza,9,2.66
1953,2023-02-22,Feijão Carioca 1kg,Mercearia,2,11.88
1954,2023-01-12,Sabão em Pó 1kg,Limpeza,6,18.31
1955,2023-07-26,Cebola Kg,Hortifrúti,2,9.34
1956,2023-06-16,Água Mineral 1.5L,Bebidas,6,3.27
1957,2023-05-23,Refrigerante 2L,Bebidas,1,8.47
1958,2023-08-23,Leite Integral 1L,Laticínios e Frios,10,5.04
1959,2023-10-29,Detergente Líquido 500ml,Limpeza,10,4.06
1960,2023-08-16,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,15.63
1961,2023-07-04,Feijão Carioca 1kg,Mercearia,4,9.43
1962,2023-01-21,Tomate Kg,Hortifrúti,8,10.79
1963,2023-11-04,Arroz Branco 5kg,Mercearia,9,29.28
1964,2023-01-08,Sabão em Pó 1kg,Limpeza,4,22.71
1965,2023-02-03,Detergente Líquido 500ml,Limpeza,9,3.6
1966,2023-08-24,Tomate Kg,Hortifrúti,2,11.94
1967,2023-04-16,Detergente Líquido 500ml,Limpeza,9,2.62
1968,2023-05-18,Tomate Kg,Hortifrúti,10,8.95
1969,2023-04-06,Feijão Carioca 1kg,Mercearia,8,9.33
1970,2023-09-22,Cebola Kg,Hortifrúti,1,7.43
1971,2023-06-05,Suco de Laranja 1L,Bebidas,7,9.69
1972,2023-09-02,Feijão Carioca 1kg,Mercearia,7,8.48
1973,2023-05-07,Refrigerante 2L,Bebidas,6,7.8
1974,2023-08-07,Arroz Branco 5kg,Mercearia,7,26.67
1975,2023-05-11,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,16.81
1976,2023-04-04,Refrigerante 2L,Bebidas,1,7.35
1977,2023-08-05,Tomate Kg,Hortifrúti,2,8.56
1978,2023-09-08,Água Sanitária 1L,Limpeza,10,6.32
1979,2023-08-17,Arroz Branco 5kg,Mercearia,9,30.69
1980,2023-03-31,Água Sanitária 1L,Limpeza,6,5.13
1981,2023-08-07,Tomate Kg,Hortifrúti,8,7.1
1982,2023-06-02,Refrigerante 2L,Bebidas,6,8.07
1983,2023-03-19,Cebola Kg,Hortifrúti,4,8.44
1984,2023-06-22,Cebola Kg,Hortifrúti,10,8.39
1985,2023-09-19,Banana Prata Kg,Hortifrúti,1,5.0
1986,2023-05-23,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,17.24
1987,2023-06-29,Iogurte Natural Copo,Laticínios e Frios,8,5.77
1988,2023-04-03,Biscoito Recheado,Mercearia,7,4.07
1989,2023-01-04,Refrigerante 2L,Bebidas,10,10.42
1990,2023-01-27,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,14.11
1991,2023-01-17,Cebola Kg,Hortifrúti,3,9.41
1992,2023-03-10,Biscoito Recheado,Mercearia,7,4.34
1993,2023-12-14,Leite Integral 1L,Laticínios e Frios,9,5.44
1994,2023-08-10,Cebola Kg,Hortifrúti,6,6.61
1995,2023-04-30,Água Sanitária 1L,Limpeza,8,4.76
1996,2023-05-25,Banana Prata Kg,Hortifrúti,4,7.64
1997,2023-02-13,Biscoito Recheado,Mercearia,6,3.85
1998,2023-07-14,Iogurte Natural Copo,Laticínios e Frios,5,3.16
1999,2023-09-17,Suco de Laranja 1L,Bebidas,10,9.51
2000,2023-07-08,Água Sanitária 1L,Limpeza,5,6.14
2001,2023-01-20,Refrigerante 2L,Bebidas,8,8.42
2002,2023-04-29,Suco de Laranja 1L,Bebidas,7,8.36
2003,2023-06-05,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,14.71
2004,2023-09-30,Banana Prata Kg,Hortifrúti,10,6.16
2005,2023-07-25,Banana Prata Kg,Hortifrúti,1,7.43
2006,2023-01-07,Iogurte Natural Copo,Laticínios e Frios,9,4.74
2007,2023-11-30,Suco de Laranja 1L,Bebidas,6,9.13
2008,2023-06-25,Sabão em Pó 1kg,Limpeza,7,24.92
2009,2023-10-14,Água Mineral 1.5L,Bebidas,3,3.33
2010,2023-05-29,Suco de Laranja 1L,Bebidas,6,9.51
2011,2023-02-07,Tomate Kg,Hortifrúti,10,10.53
2012,2023-02-05,Cebola Kg,Hortifrúti,10,9.21
2013,2023-09-24,Detergente Líquido 500ml,Limpeza,7,3.54
2014,2023-11-06,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,15.08
2015,2023-06-27,Leite Integral 1L,Laticínios e Frios,7,5.56
2016,2023-06-20,Banana Prata Kg,Hortifrúti,1,6.2
2017,2023-04-30,Leite Integral 1L,Laticínios e Frios,6,6.7
2018,2023-09-10,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,15.91
2019,2023-03-06,Arroz Branco 5kg,Mercearia,2,25.47
2020,2023-08-21,Suco de Laranja 1L,Bebidas,5,11.93
2021,2023-04-21,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,14.52
2022,2023-12-28,Leite Integral 1L,Laticínios e Frios,6,6.79
2023,2023-04-27,Leite Integral 1L,Laticínios e Frios,7,5.87
2024,2023-11-05,Leite Integral 1L,Laticínios e Frios,1,5.78
2025,2023-01-21,Suco de Laranja 1L,Bebidas,6,11.11
2026,2023-11-20,Tomate Kg,Hortifrúti,3,7.24
2027,2023-11-10,Detergente Líquido 500ml,Limpeza,3,4.19
2028,2023-05-08,Sabão em Pó 1kg,Limpeza,1,15.32
2029,2023-01-31,Leite Integral 1L,Laticínios e Frios,10,6.07
2030,2023-10-26,Feijão Carioca 1kg,Mercearia,2,9.89
2031,2023-02-25,Arroz Branco 5kg,Mercearia,2,32.12
2032,2023-12-08,Banana Prata Kg,Hortifrúti,9,6.32
